patch_id,labels,split,country,s1_name,s2v1_name,contains_seasonal_snow,contains_cloud_or_shadow,s2_product,s1_product,s1_mission
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_62_14,"[""Coniferous forest"", ""Mixed forest""]",validation,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_62_14,S2A_MSIL2A_20170701T093031_62_14,False,False,S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK,S1A_IW_GRDH_1SDV_20170630T152421,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_70_59,"[""Coniferous forest"", ""Mixed forest"", ""Pastures""]",validation,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_70_59,S2A_MSIL2A_20170613T101031_70_59,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_72_32,"[""Arable land"", ""Coniferous forest"", ""Mixed forest""]",validation,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_72_32,S2A_MSIL2A_20170701T093031_72_32,False,False,S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK,S1A_IW_GRDH_1SDV_20170630T152421,S1A
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_64_22,"[""Coniferous forest"", ""Mixed forest""]",validation,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_64_22,S2A_MSIL2A_20170701T093031_64_22,False,False,S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK,S1A_IW_GRDH_1SDV_20170630T152421,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_76_57,"[""Arable land"", ""Coniferous forest"", ""Mixed forest"", ""Pastures""]",validation,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_76_57,S2A_MSIL2A_20170613T101031_76_57,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_77_66,"[""Coniferous forest"", ""Mixed forest""]",validation,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_77_66,S2A_MSIL2A_20170701T093031_77_66,False,False,S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK,S1A_IW_GRDH_1SDV_20170630T152421,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_70_62,"[""Coniferous forest"", ""Mixed forest"", ""Pastures""]",validation,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_70_62,S2A_MSIL2A_20170613T101031_70_62,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_74_33,"[""Coniferous forest"", ""Mixed forest""]",validation,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_74_33,S2A_MSIL2A_20170701T093031_74_33,False,False,S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK,S1A_IW_GRDH_1SDV_20170630T152421,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_24_21,"[""Arable land"", ""Mixed forest""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_24_21,S2A_MSIL2A_20170617T113321_24_21,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_19_39,"[""Mixed forest"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_19_39,S2A_MSIL2A_20170617T113321_19_39,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_72_30,"[""Coniferous forest"", ""Mixed forest""]",validation,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_72_30,S2A_MSIL2A_20170701T093031_72_30,False,False,S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK,S1A_IW_GRDH_1SDV_20170630T152421,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_67_72,"[""Mixed forest"", ""Pastures""]",validation,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_67_72,S2A_MSIL2A_20170613T101031_67_72,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_75_43,"[""Mixed forest""]",validation,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_75_43,S2A_MSIL2A_20170701T093031_75_43,False,False,S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK,S1A_IW_GRDH_1SDV_20170630T152421,S1A
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_77_34,"[""Arable land"", ""Coniferous forest"", ""Mixed forest""]",validation,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_77_34,S2A_MSIL2A_20170701T093031_77_34,False,False,S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK,S1A_IW_GRDH_1SDV_20170630T152421,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_46_70,"[""Arable land"", ""Coniferous forest"", ""Mixed forest"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_46_70,S2A_MSIL2A_20170617T113321_46_70,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_24_17,"[""Arable land"", ""Mixed forest"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064659_29UPU_24_17,S2A_MSIL2A_20170617T113321_24_17,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064659,S1A
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_73_37,"[""Coniferous forest"", ""Mixed forest""]",validation,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_73_37,S2A_MSIL2A_20170701T093031_73_37,False,False,S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK,S1A_IW_GRDH_1SDV_20170630T152421,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_29_71,"[""Mixed forest"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_29_71,S2A_MSIL2A_20170617T113321_29_71,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_25_17,"[""Arable land"", ""Mixed forest"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064659_29UPU_25_17,S2A_MSIL2A_20170617T113321_25_17,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064659,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_71_58,"[""Arable land"", ""Coniferous forest"", ""Mixed forest"", ""Pastures""]",validation,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_71_58,S2A_MSIL2A_20170613T101031_71_58,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_73_59,"[""Coniferous forest"", ""Mixed forest"", ""Pastures""]",validation,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_73_59,S2A_MSIL2A_20170613T101031_73_59,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_62_18,"[""Coniferous forest"", ""Mixed forest""]",validation,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_62_18,S2A_MSIL2A_20170701T093031_62_18,False,False,S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK,S1A_IW_GRDH_1SDV_20170630T152421,S1A
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_77_32,"[""Coniferous forest"", ""Mixed forest""]",validation,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_77_32,S2A_MSIL2A_20170701T093031_77_32,False,False,S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK,S1A_IW_GRDH_1SDV_20170630T152421,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_14_70,"[""Mixed forest"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_14_70,S2A_MSIL2A_20170617T113321_14_70,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_49_15,"[""Arable land"", ""Mixed forest"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064659_29UPU_49_15,S2A_MSIL2A_20170617T113321_49_15,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064659,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_13_70,"[""Coniferous forest"", ""Mixed forest"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_13_70,S2A_MSIL2A_20170617T113321_13_70,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_22_24,"[""Arable land"", ""Mixed forest"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_22_24,S2A_MSIL2A_20170617T113321_22_24,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_41_69,"[""Arable land"", ""Coniferous forest"", ""Mixed forest"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_41_69,S2A_MSIL2A_20170617T113321_41_69,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_69_20,"[""Coniferous forest"", ""Mixed forest""]",validation,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_69_20,S2A_MSIL2A_20170701T093031_69_20,False,False,S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK,S1A_IW_GRDH_1SDV_20170630T152421,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_19_38,"[""Mixed forest"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_19_38,S2A_MSIL2A_20170617T113321_19_38,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_46_21,"[""Mixed forest"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064659_29UPU_46_21,S2A_MSIL2A_20170617T113321_46_21,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064659,S1A
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_64_18,"[""Coniferous forest"", ""Mixed forest""]",validation,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_64_18,S2A_MSIL2A_20170701T093031_64_18,False,False,S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK,S1A_IW_GRDH_1SDV_20170630T152421,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_69_75,"[""Mixed forest""]",validation,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_69_75,S2A_MSIL2A_20170613T101031_69_75,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_20_27,"[""Coniferous forest"", ""Mixed forest"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_20_27,S2A_MSIL2A_20170617T113321_20_27,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_38_69,"[""Arable land"", ""Mixed forest""]",validation,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_38_69,S2A_MSIL2A_20170704T112111_38_69,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_61_16,"[""Coniferous forest"", ""Mixed forest""]",validation,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_61_16,S2A_MSIL2A_20170701T093031_61_16,False,False,S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK,S1A_IW_GRDH_1SDV_20170630T152421,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_19,"[""Arable land"", ""Mixed forest"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_19,S2A_MSIL2A_20170617T113321_17_19,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_26_70,"[""Coniferous forest"", ""Mixed forest"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_26_70,S2A_MSIL2A_20170617T113321_26_70,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_71_28,"[""Coniferous forest"", ""Mixed forest""]",validation,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_71_28,S2A_MSIL2A_20170701T093031_71_28,False,False,S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK,S1A_IW_GRDH_1SDV_20170630T152421,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_69_62,"[""Coniferous forest"", ""Mixed forest""]",validation,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_69_62,S2A_MSIL2A_20170613T101031_69_62,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_69_16,"[""Coniferous forest"", ""Mixed forest""]",validation,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_69_16,S2A_MSIL2A_20170701T093031_69_16,False,False,S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK,S1A_IW_GRDH_1SDV_20170630T152421,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_56_77,"[""Arable land"", ""Mixed forest"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_56_77,S2A_MSIL2A_20170617T113321_56_77,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_24_16,"[""Arable land"", ""Mixed forest"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064659_29UPU_24_16,S2A_MSIL2A_20170617T113321_24_16,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064659,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_27_69,"[""Mixed forest"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_27_69,S2A_MSIL2A_20170617T113321_27_69,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_20_70,"[""Mixed forest"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_20_70,S2A_MSIL2A_20170617T113321_20_70,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_74_59,"[""Coniferous forest"", ""Mixed forest"", ""Pastures""]",validation,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_74_59,S2A_MSIL2A_20170613T101031_74_59,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_47_69,"[""Arable land"", ""Mixed forest"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_47_69,S2A_MSIL2A_20170617T113321_47_69,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_20_38,"[""Mixed forest"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_20_38,S2A_MSIL2A_20170617T113321_20_38,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_71_29,"[""Coniferous forest"", ""Mixed forest""]",validation,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_71_29,S2A_MSIL2A_20170701T093031_71_29,False,False,S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK,S1A_IW_GRDH_1SDV_20170630T152421,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_69_64,"[""Coniferous forest"", ""Mixed forest""]",validation,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_69_64,S2A_MSIL2A_20170613T101031_69_64,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_24_22,"[""Arable land"", ""Mixed forest"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_24_22,S2A_MSIL2A_20170617T113321_24_22,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_15_76,"[""Arable land"", ""Mixed forest""]",validation,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_15_76,S2A_MSIL2A_20170704T112111_15_76,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_69_17,"[""Coniferous forest"", ""Mixed forest""]",validation,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_69_17,S2A_MSIL2A_20170701T093031_69_17,False,False,S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK,S1A_IW_GRDH_1SDV_20170630T152421,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_15_75,"[""Mixed forest"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_15_75,S2A_MSIL2A_20170617T113321_15_75,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_76_58,"[""Coniferous forest"", ""Mixed forest"", ""Pastures""]",validation,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_76_58,S2A_MSIL2A_20170613T101031_76_58,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_73_34,"[""Coniferous forest"", ""Mixed forest""]",validation,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_73_34,S2A_MSIL2A_20170701T093031_73_34,False,False,S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK,S1A_IW_GRDH_1SDV_20170630T152421,S1A
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_76_37,"[""Coniferous forest"", ""Mixed forest""]",validation,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_76_37,S2A_MSIL2A_20170701T093031_76_37,False,False,S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK,S1A_IW_GRDH_1SDV_20170630T152421,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_15_26,"[""Coniferous forest"", ""Mixed forest"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_15_26,S2A_MSIL2A_20170617T113321_15_26,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_57_14,"[""Coniferous forest"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Moors, heathland and sclerophyllous vegetation"", ""Transitional woodland, shrub""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064659_29UPU_57_14,S2A_MSIL2A_20170617T113321_57_14,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064659,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_20_13,"[""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Mixed forest"", ""Moors, heathland and sclerophyllous vegetation"", ""Permanent crops"", ""Transitional woodland, shrub"", ""Urban fabric""]",validation,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_20_13,S2A_MSIL2A_20170704T112111_20_13,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_21_26,"[""Arable land"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Moors, heathland and sclerophyllous vegetation"", ""Permanent crops"", ""Transitional woodland, shrub""]",validation,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_21_26,S2A_MSIL2A_20170704T112111_21_26,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_15_24,"[""Complex cultivation patterns"", ""Moors, heathland and sclerophyllous vegetation"", ""Permanent crops"", ""Transitional woodland, shrub""]",validation,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_15_24,S2A_MSIL2A_20170704T112111_15_24,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_21_15,"[""Coniferous forest"", ""Mixed forest"", ""Moors, heathland and sclerophyllous vegetation"", ""Permanent crops"", ""Transitional woodland, shrub"", ""Urban fabric""]",validation,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_21_15,S2A_MSIL2A_20170704T112111_21_15,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_32_15,"[""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Moors, heathland and sclerophyllous vegetation"", ""Permanent crops"", ""Urban fabric""]",validation,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_32_15,S2A_MSIL2A_20170704T112111_32_15,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_23_20,"[""Complex cultivation patterns"", ""Moors, heathland and sclerophyllous vegetation"", ""Transitional woodland, shrub"", ""Urban fabric""]",validation,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_23_20,S2A_MSIL2A_20170704T112111_23_20,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_17_15,"[""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Moors, heathland and sclerophyllous vegetation"", ""Transitional woodland, shrub""]",validation,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_17_15,S2A_MSIL2A_20170704T112111_17_15,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_51_16,"[""Coniferous forest"", ""Mixed forest"", ""Moors, heathland and sclerophyllous vegetation"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064659_29UPU_51_16,S2A_MSIL2A_20170617T113321_51_16,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064659,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_23_16,"[""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Moors, heathland and sclerophyllous vegetation"", ""Transitional woodland, shrub"", ""Urban fabric""]",validation,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_23_16,S2A_MSIL2A_20170704T112111_23_16,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_54_13,"[""Coniferous forest"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Moors, heathland and sclerophyllous vegetation"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064659_29UPU_54_13,S2A_MSIL2A_20170617T113321_54_13,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064659,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_17_20,"[""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Moors, heathland and sclerophyllous vegetation"", ""Pastures"", ""Permanent crops""]",validation,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_17_20,S2A_MSIL2A_20170704T112111_17_20,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_16_30,"[""Complex cultivation patterns"", ""Mixed forest"", ""Moors, heathland and sclerophyllous vegetation"", ""Permanent crops"", ""Transitional woodland, shrub"", ""Urban fabric""]",validation,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_16_30,S2A_MSIL2A_20170704T112111_16_30,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
