patch_id,labels,split,country,s1_name,s2v1_name,contains_seasonal_snow,contains_cloud_or_shadow,s2_product,s1_product,s1_mission
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_79_62,"[""Coniferous forest"", ""Mixed forest""]",train,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_79_62,S2A_MSIL2A_20170701T093031_79_62,False,True,S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK,S1A_IW_GRDH_1SDV_20170630T152421,S1A
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_59_07,"[""Coniferous forest"", ""Mixed forest""]",train,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_59_7,S2A_MSIL2A_20170701T093031_59_7,False,False,S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK,S1A_IW_GRDH_1SDV_20170630T152421,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_50_10,"[""Arable land"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064659_29UPU_50_10,S2A_MSIL2A_20170617T113321_50_10,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064659,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_83_18,"[""Broad-leaved forest"", ""Complex cultivation patterns"", ""Coniferous forest"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Mixed forest""]",train,Austria,S1A_IW_GRDH_1SDV_20170613T165108_33UUP_83_18,S2A_MSIL2A_20170613T101031_83_18,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165108,S1A
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_88_08,"[""Coniferous forest""]",train,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_88_8,S2A_MSIL2A_20170701T093031_88_8,False,False,S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK,S1A_IW_GRDH_1SDV_20170630T152421,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_55_87,"[""Arable land"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170615T181403_29UPU_55_87,S2A_MSIL2A_20170617T113321_55_87,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170615T181403,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_32_02,"[""Arable land"", ""Broad-leaved forest"", ""Transitional woodland, shrub""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_32_2,S2A_MSIL2A_20170704T112111_32_2,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_09_59,"[""Broad-leaved forest"", ""Coniferous forest"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_9_59,S2A_MSIL2A_20170617T113321_9_59,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_48_09,"[""Arable land"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064659_29UPU_48_9,S2A_MSIL2A_20170617T113321_48_9,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064659,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_07_90,"[""Arable land"", ""Broad-leaved forest"", ""Mixed forest"", ""Pastures"", ""Transitional woodland, shrub""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_7_90,S2A_MSIL2A_20170704T112111_7_90,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_09_61,"[""Broad-leaved forest"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_9_61,S2A_MSIL2A_20170617T113321_9_61,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_86_44,"[""Broad-leaved forest"", ""Coniferous forest"", ""Mixed forest"", ""Transitional woodland, shrub""]",train,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_86_44,S2A_MSIL2A_20170701T093031_86_44,False,False,S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK,S1A_IW_GRDH_1SDV_20170630T152421,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_00_90,"[""Coniferous forest""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_0_90,S2A_MSIL2A_20170617T113321_0_90,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_05_36,"[""Mixed forest"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_5_36,S2A_MSIL2A_20170617T113321_5_36,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_55_78,"[""Complex cultivation patterns"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Mixed forest"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_55_78,S2A_MSIL2A_20170617T113321_55_78,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_30_89,"[""Coniferous forest"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Mixed forest"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_30_89,S2A_MSIL2A_20170617T113321_30_89,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_35_01,"[""Complex cultivation patterns"", ""Coniferous forest"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Transitional woodland, shrub""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_35_1,S2A_MSIL2A_20170704T112111_35_1,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_43_83,"[""Broad-leaved forest"", ""Mixed forest"", ""Pastures"", ""Transitional woodland, shrub""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_43_83,S2A_MSIL2A_20170704T112111_43_83,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_00_50,"[""Broad-leaved forest"", ""Complex cultivation patterns"", ""Transitional woodland, shrub""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_0_50,S2A_MSIL2A_20170704T112111_0_50,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_26_89,"[""Arable land"", ""Broad-leaved forest""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_26_89,S2A_MSIL2A_20170704T112111_26_89,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_26_79,"[""Arable land"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_26_79,S2A_MSIL2A_20170617T113321_26_79,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_59_87,"[""Arable land"", ""Complex cultivation patterns"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170615T181403_29UPU_59_87,S2A_MSIL2A_20170617T113321_59_87,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170615T181403,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_08_55,"[""Arable land"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_8_55,S2A_MSIL2A_20170617T113321_8_55,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_83_32,"[""Arable land"", ""Complex cultivation patterns"", ""Coniferous forest"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Pastures""]",train,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_83_32,S2A_MSIL2A_20170613T101031_83_32,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_32_00,"[""Arable land"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064659_29UPU_32_0,S2A_MSIL2A_20170617T113321_32_0,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064659,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_04_79,"[""Arable land"", ""Pastures""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_4_79,S2A_MSIL2A_20170704T112111_4_79,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_34_02,"[""Arable land"", ""Coniferous forest"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064659_29UPU_34_2,S2A_MSIL2A_20170617T113321_34_2,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064659,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_38_06,"[""Complex cultivation patterns"", ""Coniferous forest""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_38_6,S2A_MSIL2A_20170704T112111_38_6,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_03_40,"[""Broad-leaved forest"", ""Complex cultivation patterns"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Transitional woodland, shrub""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_3_40,S2A_MSIL2A_20170704T112111_3_40,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_27_05,"[""Complex cultivation patterns"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Mixed forest"", ""Transitional woodland, shrub""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_27_5,S2A_MSIL2A_20170704T112111_27_5,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_09_22,"[""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_9_22,S2A_MSIL2A_20170617T113321_9_22,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_35_08,"[""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Mixed forest"", ""Transitional woodland, shrub""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_35_8,S2A_MSIL2A_20170704T112111_35_8,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_03_86,"[""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_3_86,S2A_MSIL2A_20170617T113321_3_86,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_01_55,"[""Arable land"", ""Broad-leaved forest"", ""Transitional woodland, shrub""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_1_55,S2A_MSIL2A_20170704T112111_1_55,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_21_03,"[""Arable land"", ""Coniferous forest"", ""Pastures"", ""Transitional woodland, shrub""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064659_29UPU_21_3,S2A_MSIL2A_20170617T113321_21_3,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064659,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_06_35,"[""Mixed forest"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_6_35,S2A_MSIL2A_20170617T113321_6_35,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_18_03,"[""Coniferous forest"", ""Mixed forest"", ""Pastures"", ""Transitional woodland, shrub""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064659_29UPU_18_3,S2A_MSIL2A_20170617T113321_18_3,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064659,S1A
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_87_00,"[""Coniferous forest"", ""Transitional woodland, shrub""]",train,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_87_0,S2A_MSIL2A_20170701T093031_87_0,False,False,S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK,S1A_IW_GRDH_1SDV_20170630T152421,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_11_13,"[""Complex cultivation patterns"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Mixed forest""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_11_13,S2A_MSIL2A_20170704T112111_11_13,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_82_11,"[""Coniferous forest"", ""Transitional woodland, shrub""]",train,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_82_11,S2A_MSIL2A_20170701T093031_82_11,False,False,S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK,S1A_IW_GRDH_1SDV_20170630T152421,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_07_23,"[""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_7_23,S2A_MSIL2A_20170617T113321_7_23,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_11_61,"[""Arable land"", ""Coniferous forest"", ""Mixed forest"", ""Transitional woodland, shrub""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_11_61,S2A_MSIL2A_20170704T112111_11_61,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_82_61,"[""Arable land"", ""Pastures""]",train,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_82_61,S2A_MSIL2A_20170613T101031_82_61,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_00_54,"[""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_0_54,S2A_MSIL2A_20170617T113321_0_54,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_89_17,"[""Complex cultivation patterns"", ""Coniferous forest"", ""Mixed forest"", ""Pastures""]",train,Austria,S1A_IW_GRDH_1SDV_20170613T165108_33UUP_89_17,S2A_MSIL2A_20170613T101031_89_17,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165108,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_47_05,"[""Arable land"", ""Mixed forest"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064659_29UPU_47_5,S2A_MSIL2A_20170617T113321_47_5,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064659,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_12_36,"[""Broad-leaved forest"", ""Transitional woodland, shrub""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_12_36,S2A_MSIL2A_20170704T112111_12_36,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_87_32,"[""Coniferous forest"", ""Mixed forest""]",train,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_87_32,S2A_MSIL2A_20170701T093031_87_32,False,False,S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK,S1A_IW_GRDH_1SDV_20170630T152421,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_80_38,"[""Arable land"", ""Complex cultivation patterns"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Mixed forest""]",train,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_80_38,S2A_MSIL2A_20170613T101031_80_38,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_44_90,"[""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_44_90,S2A_MSIL2A_20170617T113321_44_90,False,True,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_26_83,"[""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_26_83,S2A_MSIL2A_20170617T113321_26_83,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_86_42,"[""Arable land"", ""Complex cultivation patterns"", ""Land principally occupied by agriculture, with significant areas of natural vegetation""]",train,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_86_42,S2A_MSIL2A_20170613T101031_86_42,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_11_61,"[""Arable land"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_11_61,S2A_MSIL2A_20170617T113321_11_61,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_04_07,"[""Complex cultivation patterns"", ""Coniferous forest"", ""Land principally occupied by agriculture, with significant areas of natural vegetation""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_4_7,S2A_MSIL2A_20170704T112111_4_7,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_04_43,"[""Broad-leaved forest"", ""Complex cultivation patterns"", ""Mixed forest""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_4_43,S2A_MSIL2A_20170704T112111_4_43,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_06_29,"[""Complex cultivation patterns"", ""Land principally occupied by agriculture, with significant areas of natural vegetation""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_6_29,S2A_MSIL2A_20170704T112111_6_29,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_81_54,"[""Coniferous forest"", ""Mixed forest"", ""Transitional woodland, shrub""]",train,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_81_54,S2A_MSIL2A_20170701T093031_81_54,False,False,S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK,S1A_IW_GRDH_1SDV_20170630T152421,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_03_44,"[""Broad-leaved forest"", ""Complex cultivation patterns"", ""Coniferous forest"", ""Mixed forest"", ""Transitional woodland, shrub""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_3_44,S2A_MSIL2A_20170704T112111_3_44,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_71_84,"[""Coniferous forest"", ""Mixed forest"", ""Pastures""]",train,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_71_84,S2A_MSIL2A_20170613T101031_71_84,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_03_28,"[""Arable land"", ""Mixed forest"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_3_28,S2A_MSIL2A_20170617T113321_3_28,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_79_15,"[""Coniferous forest""]",train,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_79_15,S2A_MSIL2A_20170701T093031_79_15,False,False,S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK,S1A_IW_GRDH_1SDV_20170630T152421,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_44_89,"[""Arable land"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_44_89,S2A_MSIL2A_20170617T113321_44_89,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_85_14,"[""Coniferous forest"", ""Transitional woodland, shrub""]",train,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_85_14,S2A_MSIL2A_20170701T093031_85_14,False,False,S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK,S1A_IW_GRDH_1SDV_20170630T152421,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_78_34,"[""Arable land"", ""Complex cultivation patterns"", ""Land principally occupied by agriculture, with significant areas of natural vegetation""]",train,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_78_34,S2A_MSIL2A_20170613T101031_78_34,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_50_88,"[""Arable land"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_50_88,S2A_MSIL2A_20170617T113321_50_88,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_29_82,"[""Arable land"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_29_82,S2A_MSIL2A_20170617T113321_29_82,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_08_39,"[""Broad-leaved forest"", ""Transitional woodland, shrub""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_8_39,S2A_MSIL2A_20170704T112111_8_39,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_74_79,"[""Complex cultivation patterns"", ""Mixed forest"", ""Pastures""]",train,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_74_79,S2A_MSIL2A_20170613T101031_74_79,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_06_31,"[""Mixed forest"", ""Pastures"", ""Transitional woodland, shrub""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_6_31,S2A_MSIL2A_20170617T113321_6_31,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_87_28,"[""Complex cultivation patterns"", ""Coniferous forest""]",train,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_87_28,S2A_MSIL2A_20170613T101031_87_28,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_07_34,"[""Complex cultivation patterns"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Mixed forest""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_7_34,S2A_MSIL2A_20170704T112111_7_34,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_05_25,"[""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_5_25,S2A_MSIL2A_20170617T113321_5_25,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
